status,duration_months,credit_history,purpose,amount_dm,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,age_group
no_checking_account,24,critical_or_other_credits,other,2325,below_100_dm,4_to_7_years,2,male_married_or_widowed,none,3,savings_or_life_insurance,32,bank,rent,1,skilled_employee_or_official,2,no,no,good,25_34
below_0_dm,6,all_repaid_at_bank,vacation,932,1000_plus_dm,4_to_7_years,1,female_non_single_or_male_single,none,3,car_or_other,39,none,rent,2,resident_unskilled,2,no,no,good,35_49
0_to_200_dm,24,all_repaid_at_bank,furniture_equipment,3148,1000_plus_dm,1_to_4_years,3,male_married_or_widowed,none,2,savings_or_life_insurance,31,none,rent,2,skilled_employee_or_official,2,yes,no,good,25_34
200_plus_dm,36,no_or_repaid_credits,furniture_equipment,3835,1000_plus_dm,7_plus_years,2,female_non_single_or_male_single,none,4,unknown_or_none,45,none,rent,1,resident_unskilled,2,yes,no,good,35_49
200_plus_dm,9,no_or_repaid_credits,repairs,3832,1000_plus_dm,7_plus_years,1,male_married_or_widowed,none,4,unknown_or_none,64,none,rent,1,resident_unskilled,2,no,no,good,50_plus
below_0_dm,24,no_or_repaid_credits,furniture_equipment,5084,1000_plus_dm,7_plus_years,2,female_non_single_or_male_single,none,4,savings_or_life_insurance,42,none,rent,1,skilled_employee_or_official,2,yes,no,good,35_49
200_plus_dm,9,all_repaid_at_bank,used_car,2406,unknown_or_none,unemployed,2,male_married_or_widowed,none,3,savings_or_life_insurance,31,none,rent,1,manager_or_self_employed,2,no,no,good,25_34
200_plus_dm,36,no_or_repaid_credits,furniture_equipment,2394,1000_plus_dm,1_to_4_years,4,female_non_single_or_male_single,none,4,savings_or_life_insurance,25,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,21,no_or_repaid_credits,new_car,2476,1000_plus_dm,7_plus_years,4,male_married_or_widowed,none,4,unknown_or_none,46,none,rent,1,manager_or_self_employed,2,yes,no,good,35_49
no_checking_account,24,no_or_repaid_credits,new_car,2964,1000_plus_dm,7_plus_years,4,male_married_or_widowed,none,4,real_estate,49,bank,own,1,skilled_employee_or_official,1,yes,no,good,35_49
no_checking_account,12,no_or_repaid_credits,used_car,1262,1000_plus_dm,7_plus_years,2,male_divorced_or_separated,none,4,car_or_other,49,none,rent,1,resident_unskilled,2,yes,no,good,35_49
200_plus_dm,12,no_or_repaid_credits,retraining,1542,unknown_or_none,4_to_7_years,2,male_married_or_widowed,none,4,savings_or_life_insurance,36,none,rent,1,skilled_employee_or_official,2,yes,no,good,35_49
below_0_dm,24,all_repaid_at_bank,furniture_equipment,1743,unknown_or_none,7_plus_years,4,male_married_or_widowed,none,2,car_or_other,48,none,rent,2,resident_unskilled,2,no,no,good,35_49
0_to_200_dm,12,critical_or_other_credits,furniture_equipment,409,500_to_1000_dm,1_to_4_years,3,female_non_single_or_male_single,none,3,unknown_or_none,42,none,free,2,skilled_employee_or_official,2,no,no,good,35_49
200_plus_dm,12,no_or_repaid_credits,furniture_equipment,2171,unknown_or_none,under_1_year,2,female_non_single_or_male_single,none,2,savings_or_life_insurance,29,bank,rent,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,48,all_repaid_at_bank,new_car,8858,1000_plus_dm,4_to_7_years,2,male_married_or_widowed,none,1,real_estate,35,none,own,2,skilled_employee_or_official,2,yes,no,good,35_49
below_0_dm,24,no_or_repaid_credits,other,3512,below_100_dm,4_to_7_years,2,male_married_or_widowed,none,3,savings_or_life_insurance,38,bank,rent,2,skilled_employee_or_official,2,yes,no,good,35_49
below_0_dm,12,no_or_repaid_credits,furniture_equipment,1158,100_to_500_dm,1_to_4_years,3,male_divorced_or_separated,none,1,savings_or_life_insurance,26,none,rent,1,skilled_employee_or_official,2,yes,no,good,25_34
200_plus_dm,24,all_repaid_at_bank,furniture_equipment,2684,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,2,unknown_or_none,35,none,rent,2,resident_unskilled,2,no,no,good,35_49
no_checking_account,12,no_or_repaid_credits,furniture_equipment,1498,unknown_or_none,1_to_4_years,4,female_non_single_or_male_single,none,1,savings_or_life_insurance,23,bank,rent,1,skilled_employee_or_official,2,no,no,good,under_25
200_plus_dm,30,all_repaid_at_bank,furniture_equipment,5954,unknown_or_none,4_to_7_years,3,male_married_or_widowed,co_applicant,2,savings_or_life_insurance,38,none,rent,1,skilled_employee_or_official,2,no,no,good,35_49
below_0_dm,48,critical_or_other_credits,retraining,6416,unknown_or_none,7_plus_years,4,female_non_single_or_male_single,none,3,real_estate,59,none,free,1,skilled_employee_or_official,2,no,no,bad,50_plus
below_0_dm,12,all_repaid_at_bank,used_car,3617,unknown_or_none,7_plus_years,1,male_married_or_widowed,none,4,savings_or_life_insurance,28,none,free,3,skilled_employee_or_official,2,yes,no,good,25_34
200_plus_dm,12,all_repaid_at_bank,furniture_equipment,1291,unknown_or_none,1_to_4_years,4,female_non_single_or_male_single,none,2,car_or_other,35,none,rent,2,skilled_employee_or_official,2,no,no,good,35_49
0_to_200_dm,24,all_repaid_at_bank,retraining,1275,500_to_1000_dm,1_to_4_years,2,male_divorced_or_separated,none,4,unknown_or_none,36,none,rent,2,skilled_employee_or_official,2,yes,no,good,35_49
200_plus_dm,24,no_or_repaid_credits,used_car,3972,unknown_or_none,4_to_7_years,2,female_non_single_or_male_single,none,4,car_or_other,25,none,free,1,skilled_employee_or_official,2,yes,no,good,25_34
200_plus_dm,15,all_repaid_at_bank,used_car,3343,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,2,real_estate,28,none,own,1,skilled_employee_or_official,2,yes,no,good,25_34
0_to_200_dm,15,no_or_repaid_credits,repairs,392,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,4,car_or_other,23,none,free,1,skilled_employee_or_official,2,yes,no,good,under_25
200_plus_dm,9,all_repaid_at_bank,other,2134,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,48,none,rent,3,skilled_employee_or_official,2,yes,no,good,35_49
200_plus_dm,30,all_repaid_at_bank,furniture_equipment,5771,unknown_or_none,4_to_7_years,4,female_non_single_or_male_single,none,2,savings_or_life_insurance,25,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,24,all_repaid_at_bank,retraining,4526,unknown_or_none,1_to_4_years,3,male_married_or_widowed,none,2,unknown_or_none,74,none,rent,1,manager_or_self_employed,2,yes,no,good,50_plus
200_plus_dm,15,all_repaid_at_bank,used_car,2788,unknown_or_none,4_to_7_years,2,female_non_single_or_male_single,co_applicant,3,savings_or_life_insurance,24,bank,rent,2,skilled_employee_or_official,2,no,no,good,under_25
200_plus_dm,6,all_repaid_at_bank,furniture_equipment,1382,unknown_or_none,1_to_4_years,1,female_non_single_or_male_single,none,1,savings_or_life_insurance,28,none,rent,2,skilled_employee_or_official,2,yes,no,good,25_34
0_to_200_dm,36,no_or_repaid_credits,furniture_equipment,5848,unknown_or_none,1_to_4_years,4,male_married_or_widowed,none,1,savings_or_life_insurance,24,none,rent,1,skilled_employee_or_official,2,no,no,good,under_25
no_checking_account,12,no_or_repaid_credits,other,1228,unknown_or_none,1_to_4_years,4,female_non_single_or_male_single,none,2,unknown_or_none,24,none,rent,1,resident_unskilled,2,no,no,bad,under_25
0_to_200_dm,12,no_or_repaid_credits,furniture_equipment,1297,unknown_or_none,1_to_4_years,3,female_single,none,4,unknown_or_none,23,none,free,1,skilled_employee_or_official,2,no,no,good,under_25
200_plus_dm,24,no_or_repaid_credits,furniture_equipment,1552,unknown_or_none,4_to_7_years,3,male_married_or_widowed,none,1,savings_or_life_insurance,32,bank,rent,1,skilled_employee_or_official,1,no,no,good,25_34
200_plus_dm,12,no_or_repaid_credits,furniture_equipment,1963,unknown_or_none,4_to_7_years,4,male_married_or_widowed,none,2,savings_or_life_insurance,31,none,free,2,manager_or_self_employed,1,yes,no,good,25_34
200_plus_dm,24,no_or_repaid_credits,furniture_equipment,3235,100_to_500_dm,7_plus_years,3,male_divorced_or_separated,none,2,savings_or_life_insurance,36,none,rent,1,manager_or_self_employed,2,yes,no,good,35_49
200_plus_dm,24,all_repaid_at_bank,retraining,4139,below_100_dm,1_to_4_years,3,male_married_or_widowed,none,3,car_or_other,27,none,rent,2,resident_unskilled,2,yes,no,good,25_34
below_0_dm,12,all_repaid_at_bank,new_car,1804,below_100_dm,under_1_year,3,male_married_or_widowed,none,4,car_or_other,44,none,rent,1,skilled_employee_or_official,2,no,no,good,35_49
200_plus_dm,18,no_or_repaid_credits,retraining,1950,unknown_or_none,4_to_7_years,4,male_married_or_widowed,none,1,savings_or_life_insurance,34,stores,rent,2,skilled_employee_or_official,2,yes,no,good,25_34
200_plus_dm,48,repaid_to_date,furniture_equipment,12749,100_to_500_dm,4_to_7_years,4,male_married_or_widowed,none,1,savings_or_life_insurance,37,none,rent,1,manager_or_self_employed,2,yes,no,good,35_49
200_plus_dm,9,no_or_repaid_credits,radio_television,1236,unknown_or_none,under_1_year,1,female_non_single_or_male_single,none,4,unknown_or_none,23,none,free,1,skilled_employee_or_official,2,yes,no,good,under_25
200_plus_dm,18,all_repaid_at_bank,other,1055,unknown_or_none,under_1_year,4,female_non_single_or_male_single,none,1,car_or_other,30,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
no_checking_account,30,past_delay,retraining,8072,1000_plus_dm,under_1_year,2,male_married_or_widowed,none,3,savings_or_life_insurance,25,bank,rent,3,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,30,all_repaid_at_bank,furniture_equipment,2831,unknown_or_none,1_to_4_years,4,female_non_single_or_male_single,none,2,savings_or_life_insurance,33,none,rent,1,skilled_employee_or_official,2,yes,no,good,25_34
200_plus_dm,9,no_or_repaid_credits,retraining,1449,unknown_or_none,4_to_7_years,3,female_non_single_or_male_single,none,2,savings_or_life_insurance,27,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,36,no_or_repaid_credits,retraining,5742,below_100_dm,4_to_7_years,2,male_married_or_widowed,none,2,savings_or_life_insurance,31,none,rent,2,skilled_employee_or_official,2,yes,no,good,25_34
200_plus_dm,12,no_or_repaid_credits,other,2390,1000_plus_dm,7_plus_years,4,male_married_or_widowed,none,3,savings_or_life_insurance,50,none,rent,1,skilled_employee_or_official,2,yes,no,good,50_plus
200_plus_dm,24,no_or_repaid_credits,furniture_equipment,3430,100_to_500_dm,7_plus_years,3,male_married_or_widowed,none,2,savings_or_life_insurance,31,none,rent,1,skilled_employee_or_official,1,yes,no,good,25_34
below_0_dm,36,no_or_repaid_credits,repairs,2273,unknown_or_none,4_to_7_years,3,male_married_or_widowed,none,1,savings_or_life_insurance,32,none,rent,2,skilled_employee_or_official,1,no,no,good,25_34
0_to_200_dm,21,no_or_repaid_credits,other,2923,below_100_dm,1_to_4_years,1,female_non_single_or_male_single,none,1,savings_or_life_insurance,28,bank,rent,1,manager_or_self_employed,2,yes,no,good,25_34
200_plus_dm,24,no_or_repaid_credits,furniture_equipment,1901,below_100_dm,1_to_4_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,29,none,free,1,manager_or_self_employed,2,yes,no,good,25_34
below_0_dm,36,no_or_repaid_credits,repairs,3711,1000_plus_dm,1_to_4_years,2,female_single,none,2,savings_or_life_insurance,27,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
below_0_dm,48,no_or_repaid_credits,other,8487,1000_plus_dm,4_to_7_years,1,female_non_single_or_male_single,none,2,savings_or_life_insurance,24,none,rent,1,skilled_employee_or_official,2,no,no,good,under_25
200_plus_dm,24,no_or_repaid_credits,other,2255,1000_plus_dm,under_1_year,4,male_married_or_widowed,none,1,car_or_other,54,none,rent,1,skilled_employee_or_official,2,no,no,good,50_plus
200_plus_dm,12,no_or_repaid_credits,furniture_equipment,1262,unknown_or_none,1_to_4_years,3,male_married_or_widowed,none,2,savings_or_life_insurance,25,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,33,all_repaid_at_bank,new_car,7253,unknown_or_none,4_to_7_years,3,male_married_or_widowed,none,2,savings_or_life_insurance,35,none,rent,2,manager_or_self_employed,2,yes,no,good,35_49
200_plus_dm,6,all_repaid_at_bank,other,6761,unknown_or_none,4_to_7_years,1,male_married_or_widowed,none,3,real_estate,45,none,rent,2,manager_or_self_employed,1,yes,no,good,35_49
200_plus_dm,18,all_repaid_at_bank,used_car,1817,unknown_or_none,1_to_4_years,4,female_non_single_or_male_single,none,2,real_estate,28,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,12,no_or_repaid_credits,furniture_equipment,2141,below_100_dm,4_to_7_years,3,male_married_or_widowed,none,1,real_estate,35,none,rent,1,skilled_employee_or_official,2,no,no,good,35_49
200_plus_dm,48,critical_or_other_credits,retraining,3609,unknown_or_none,1_to_4_years,1,female_non_single_or_male_single,none,1,unknown_or_none,27,stores,rent,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,30,no_or_repaid_credits,furniture_equipment,2333,100_to_500_dm,7_plus_years,4,male_married_or_widowed,none,2,savings_or_life_insurance,30,bank,rent,1,manager_or_self_employed,2,no,no,good,25_34
200_plus_dm,28,critical_or_other_credits,new_car,7824,1000_plus_dm,under_1_year,3,male_married_or_widowed,guarantor,4,unknown_or_none,40,bank,free,2,skilled_employee_or_official,1,yes,no,good,35_49
0_to_200_dm,18,critical_or_other_credits,furniture_equipment,1445,1000_plus_dm,4_to_7_years,4,male_married_or_widowed,none,4,savings_or_life_insurance,49,bank,rent,1,resident_unskilled,2,no,no,good,35_49
no_checking_account,24,no_or_repaid_credits,used_car,7721,1000_plus_dm,under_1_year,1,female_non_single_or_male_single,none,2,car_or_other,30,none,rent,1,skilled_employee_or_official,2,yes,yes,good,25_34
no_checking_account,21,no_or_repaid_credits,other,3763,1000_plus_dm,4_to_7_years,2,male_married_or_widowed,co_applicant,2,unknown_or_none,24,none,rent,1,resident_unskilled,2,no,yes,good,under_25
below_0_dm,18,no_or_repaid_credits,retraining,4439,unknown_or_none,7_plus_years,1,male_married_or_widowed,co_applicant,1,unknown_or_none,33,bank,rent,1,manager_or_self_employed,2,yes,no,good,25_34
no_checking_account,12,no_or_repaid_credits,furniture_equipment,1107,unknown_or_none,1_to_4_years,2,male_married_or_widowed,none,2,unknown_or_none,20,none,free,1,manager_or_self_employed,1,yes,no,good,under_25
below_0_dm,15,no_or_repaid_credits,furniture_equipment,1444,1000_plus_dm,under_1_year,4,male_married_or_widowed,none,1,car_or_other,23,none,rent,1,skilled_employee_or_official,2,no,no,good,under_25
below_0_dm,48,critical_or_other_credits,other,12169,1000_plus_dm,unemployed,4,male_married_or_widowed,co_applicant,4,real_estate,36,none,own,1,manager_or_self_employed,2,yes,no,good,35_49
200_plus_dm,9,no_or_repaid_credits,furniture_equipment,2753,below_100_dm,7_plus_years,3,male_married_or_widowed,co_applicant,4,savings_or_life_insurance,35,none,rent,1,skilled_employee_or_official,2,yes,no,good,35_49
0_to_200_dm,4,no_or_repaid_credits,other,1494,1000_plus_dm,under_1_year,1,male_married_or_widowed,none,2,unknown_or_none,29,none,rent,1,resident_unskilled,1,no,yes,good,25_34
no_checking_account,24,critical_or_other_credits,used_car,2828,100_to_500_dm,1_to_4_years,4,male_married_or_widowed,none,4,unknown_or_none,22,stores,rent,1,skilled_employee_or_official,2,yes,no,good,under_25
no_checking_account,24,critical_or_other_credits,used_car,2483,100_to_500_dm,1_to_4_years,4,male_married_or_widowed,none,4,unknown_or_none,22,stores,rent,1,skilled_employee_or_official,2,yes,no,good,under_25
0_to_200_dm,6,all_repaid_at_bank,other,1299,unknown_or_none,1_to_4_years,1,male_married_or_widowed,none,1,unknown_or_none,74,none,rent,3,unemployed_or_nonresident_unskilled,1,no,yes,good,50_plus
below_0_dm,9,no_or_repaid_credits,other,1549,1000_plus_dm,under_1_year,4,male_married_or_widowed,none,2,unknown_or_none,35,none,rent,1,unemployed_or_nonresident_unskilled,2,no,no,good,35_49
0_to_200_dm,10,no_or_repaid_credits,other,3949,unknown_or_none,under_1_year,1,male_married_or_widowed,guarantor,1,car_or_other,37,none,rent,1,resident_unskilled,1,no,no,good,35_49
200_plus_dm,10,no_or_repaid_credits,new_car,2901,1000_plus_dm,under_1_year,1,female_non_single_or_male_single,none,4,unknown_or_none,31,none,free,1,skilled_employee_or_official,2,no,no,good,25_34
0_to_200_dm,6,no_or_repaid_credits,other,709,500_to_1000_dm,under_1_year,2,female_single,none,2,unknown_or_none,27,none,rent,1,unemployed_or_nonresident_unskilled,2,no,yes,good,25_34
no_checking_account,47,no_or_repaid_credits,other,10722,unknown_or_none,under_1_year,1,female_non_single_or_male_single,none,1,unknown_or_none,35,none,rent,1,resident_unskilled,2,yes,no,good,35_49
200_plus_dm,10,no_or_repaid_credits,other,1287,1000_plus_dm,7_plus_years,4,male_married_or_widowed,co_applicant,2,car_or_other,45,none,rent,1,resident_unskilled,2,no,yes,good,35_49
no_checking_account,18,critical_or_other_credits,furniture_equipment,1940,unknown_or_none,under_1_year,3,male_married_or_widowed,co_applicant,4,real_estate,36,bank,own,1,manager_or_self_employed,2,yes,no,good,35_49
0_to_200_dm,30,all_repaid_at_bank,furniture_equipment,3656,1000_plus_dm,7_plus_years,4,male_married_or_widowed,none,4,car_or_other,49,stores,rent,2,resident_unskilled,2,no,no,good,35_49
200_plus_dm,24,repaid_to_date,new_car,4679,unknown_or_none,4_to_7_years,3,male_married_or_widowed,none,3,savings_or_life_insurance,35,none,rent,2,resident_unskilled,2,yes,no,good,35_49
200_plus_dm,27,repaid_to_date,new_car,8613,500_to_1000_dm,1_to_4_years,2,male_married_or_widowed,none,2,savings_or_life_insurance,27,none,rent,2,skilled_employee_or_official,2,no,no,good,25_34
no_checking_account,18,no_or_repaid_credits,used_car,2659,500_to_1000_dm,1_to_4_years,4,male_married_or_widowed,none,2,savings_or_life_insurance,28,none,rent,1,skilled_employee_or_official,2,no,no,good,25_34
200_plus_dm,24,all_repaid_at_bank,furniture_equipment,1516,500_to_1000_dm,1_to_4_years,4,female_non_single_or_male_single,none,1,unknown_or_none,43,none,rent,2,resident_unskilled,2,no,no,good,35_49
no_checking_account,18,no_or_repaid_credits,other,4380,below_100_dm,1_to_4_years,3,male_married_or_widowed,none,4,savings_or_life_insurance,35,none,rent,1,resident_unskilled,1,yes,no,good,35_49
